chunk_uid,source,page,chunk_id,text_length
Young_Statistical_2025.pdf::p189::c2,Young_Statistical_2025.pdf,189,2,286
Young_Statistical_2025.pdf::p190::c0,Young_Statistical_2025.pdf,190,0,873
Young_Statistical_2025.pdf::p190::c1,Young_Statistical_2025.pdf,190,1,898
Young_Statistical_2025.pdf::p190::c2,Young_Statistical_2025.pdf,190,2,383
Young_Statistical_2025.pdf::p191::c0,Young_Statistical_2025.pdf,191,0,871
Young_Statistical_2025.pdf::p191::c1,Young_Statistical_2025.pdf,191,1,714
Young_Statistical_2025.pdf::p192::c0,Young_Statistical_2025.pdf,192,0,898
Young_Statistical_2025.pdf::p192::c1,Young_Statistical_2025.pdf,192,1,698
Young_Statistical_2025.pdf::p193::c0,Young_Statistical_2025.pdf,193,0,890
Young_Statistical_2025.pdf::p193::c1,Young_Statistical_2025.pdf,193,1,669
Young_Statistical_2025.pdf::p194::c0,Young_Statistical_2025.pdf,194,0,896
Young_Statistical_2025.pdf::p194::c1,Young_Statistical_2025.pdf,194,1,684
Young_Statistical_2025.pdf::p195::c0,Young_Statistical_2025.pdf,195,0,836
Young_Statistical_2025.pdf::p196::c0,Young_Statistical_2025.pdf,196,0,900
Young_Statistical_2025.pdf::p196::c1,Young_Statistical_2025.pdf,196,1,295
